Time,4 Pump A,3 Pump A,4 Switch A,3 Switch A,4 Pump B,3 Pump B,4 Switch B,3 Switch B,40K Diode,4K Diode 
1674612599.325692,0.5316875,0.5319376,0.5313125,0.517125,0.5331875,0.5205,0.5333125,0.5335,0.5697446,0.5657517 
1674612609.3532999,0.5316875,0.532,0.5316875,0.51725,0.5331875,0.5204375,0.533375,0.5335,0.5697288,0.5656517 
1674612619.3737583,0.5316875,0.532,0.5316875,0.51725,0.533125,0.520375,0.5333125,0.5335,0.5696633,0.5656023 
1674612629.406635,0.531625,0.5321875,0.5316875,0.51725,0.53325,0.5205626,0.5334375,0.533625,0.5696514,0.5656287 
1674612639.4398644,0.53175,0.532375,0.531875,0.517375,0.533375,0.520625,0.5335626,0.53375,0.569639,0.5655782 
1674612649.4608088,0.53175,0.53225,0.53175,0.5174375,0.5334375,0.5205626,0.5335,0.5336875,0.5696126,0.5655623 
1674612659.4776177,0.5315001,0.532125,0.5314375,0.51725,0.533375,0.5205626,0.5334375,0.533625,0.5696028,0.5655508 
1674612669.4974623,0.531375,0.532,0.53125,0.5171875,0.5333125,0.520375,0.5333125,0.5335,0.569603,0.5655432 
1674612679.5294452,0.531625,0.532,0.531375,0.517125,0.533375,0.520625,0.5335,0.5335626,0.5696104,0.5655332 
1674612689.549888,0.5315001,0.5320625,0.531375,0.517125,0.5334375,0.5206875,0.5335,0.53375,0.5696077,0.5655361 
1674612699.5827765,0.5315001,0.5320625,0.531375,0.517125,0.5333125,0.520625,0.5334375,0.533625,0.5696035,0.5655394 
1674612709.6038632,0.5313125,0.532,0.5313125,0.5170626,0.5333125,0.5205,0.533375,0.5335,0.5696045,0.5655472 
1674612719.6365583,0.5314375,0.5319376,0.5314375,0.5170626,0.533375,0.5206875,0.5335626,0.53375,0.5695984,0.5655337 
1674612729.6692681,0.5314375,0.5319376,0.5313125,0.5170626,0.53325,0.520625,0.5334375,0.533625,0.5696048,0.56552 
1674612739.7023265,0.53175,0.532125,0.531375,0.5170626,0.5333125,0.520625,0.5334375,0.5336875,0.5696082,0.5655308 
1674612749.7222526,0.531375,0.5320625,0.53125,0.5169375,0.53325,0.5205,0.5334375,0.5335626,0.5695965,0.5655198 
1674612759.7411063,0.5316875,0.53225,0.5315001,0.517,0.5333125,0.5205,0.5334375,0.533625,0.5696287,0.5655725 
1674612769.7742093,0.5315625,0.5320625,0.5313125,0.517,0.5331875,0.5204375,0.5334375,0.5335626,0.5696695,0.5656262 
1674612779.803116,0.5314375,0.532,0.531375,0.5169375,0.5331875,0.5204375,0.533375,0.533625,0.569688,0.5656666 
1674612789.8364651,0.531625,0.5321875,0.5315625,0.517125,0.5333125,0.520625,0.5335,0.5336875,0.5696499,0.565604 
1674612799.8705807,0.531625,0.5320625,0.531375,0.5171875,0.5331875,0.5205626,0.5334375,0.5335626,0.569628,0.5655752 
1674612809.8988552,0.5315625,0.5321875,0.5314375,0.5170626,0.533125,0.5204375,0.533375,0.5335,0.5696726,0.5656785 
1674612819.9310195,0.5315625,0.5320625,0.5314375,0.517,0.5331875,0.5205,0.53325,0.5335,0.5697341,0.5657087 
1674612829.9578297,0.5314375,0.53225,0.5315625,0.517,0.5331875,0.5205,0.533375,0.5335,0.5697178,0.5657183 
1674612839.9924319,0.5318126,0.5323125,0.5316875,0.517125,0.5331875,0.520625,0.5333125,0.5335626,0.5697456,0.5657486 
1674612850.027259,0.5315625,0.532125,0.531625,0.517,0.5331875,0.5205626,0.533375,0.5335626,0.5697525,0.5657561 
1674612860.0550325,0.531375,0.532,0.5316875,0.517125,0.533125,0.5204375,0.533375,0.5335626,0.5697471,0.565764 
1674612870.0888052,0.53175,0.5323125,0.53175,0.5173125,0.53325,0.5205626,0.5334375,0.5336875,0.56976,0.5657762 
1674612880.11727,0.5318126,0.5321875,0.5316875,0.5173125,0.5333125,0.520625,0.5334375,0.533625,0.5697354,0.5657027 
1674612890.1516516,0.5320625,0.5321875,0.5316875,0.5173125,0.533375,0.5206875,0.5335,0.533625,0.5697513,0.5657371 
1674612900.1865673,0.5316875,0.5320625,0.531625,0.5173125,0.53325,0.5205626,0.5334375,0.5335626,0.5697566,0.565751 
1674612910.2213259,0.5316875,0.532125,0.5315625,0.517375,0.53325,0.5205626,0.5334375,0.5335626,0.5697584,0.5657635 
1674612920.255671,0.531875,0.5321875,0.531625,0.51725,0.53325,0.520625,0.5334375,0.5335626,0.5697486,0.5657554 
1674612930.2831373,0.53175,0.53225,0.531625,0.51725,0.53325,0.520625,0.5335,0.533625,0.5697529,0.5657564 
1674612940.3162284,0.53175,0.5324375,0.53175,0.51725,0.53325,0.5206875,0.5335,0.533625,0.5697522,0.5657742 
1674612950.3505726,0.5315001,0.532,0.531375,0.5169375,0.533125,0.5204375,0.5333125,0.5335,0.5697666,0.5657671 
1674612960.383866,0.53125,0.53175,0.5311875,0.517,0.533,0.520375,0.53325,0.533375,0.5697508,0.5657341 
1674612970.4123836,0.53125,0.5316875,0.531125,0.5168125,0.5330625,0.52025,0.53325,0.533375,0.5697442,0.56575 
1674612980.4408205,0.531125,0.5316875,0.5310626,0.51675,0.5329375,0.5201875,0.533125,0.53325,0.5697422,0.5657219 
1674612990.469783,0.5313125,0.5318126,0.5313125,0.51675,0.5329375,0.5203125,0.5330625,0.533375,0.5697346,0.5657259 
1674613000.4985096,0.5313125,0.532,0.5314375,0.517,0.533125,0.5204375,0.5333125,0.5335,0.5697364,0.5657478 
1674613010.5270214,0.5315001,0.5321875,0.5316875,0.5173125,0.53325,0.5205,0.533375,0.5335626,0.56974,0.5657351 
1674613020.5521781,0.53175,0.5323125,0.5316875,0.517375,0.5333125,0.520625,0.5335626,0.5336875,0.5697596,0.565741 
1674613030.5819664,0.5318126,0.532375,0.531625,0.517375,0.53325,0.520625,0.5335626,0.53375,0.5697556,0.5657508 
1674613040.6077254,0.5319376,0.5324375,0.531875,0.5174375,0.5333125,0.52075,0.5335626,0.53375,0.5697605,0.5657583 
1674613050.6336234,0.5316875,0.53225,0.5316875,0.5170626,0.533125,0.5205626,0.533375,0.5335626,0.5697434,0.5657502 
1674613060.652459,0.5315001,0.532125,0.531625,0.5169375,0.5331875,0.5205626,0.5334375,0.5335626,0.5697481,0.5657661 
1674613070.6779642,0.5315001,0.532,0.5315001,0.5169375,0.5330625,0.5205,0.5331875,0.5335,0.5697322,0.5657461 
1674613080.7004688,0.5314375,0.5319376,0.531375,0.51675,0.533,0.520375,0.5331875,0.533375,0.5697469,0.5657468 
1674613090.7278755,0.5314375,0.5319376,0.5315001,0.5169375,0.5330625,0.5205,0.533375,0.5335,0.5697334,0.5657337 
1674613100.752644,0.5318126,0.53225,0.531875,0.5171875,0.5333125,0.520625,0.5335,0.5336875,0.5697491,0.5657449 
1674613110.7769816,0.53175,0.53225,0.53175,0.5175,0.533375,0.520625,0.5333125,0.533625,0.5697327,0.5657632 
1674613120.8044693,0.5318126,0.532125,0.5318126,0.51725,0.53325,0.5205,0.533375,0.5335626,0.5697639,0.5658016 
1674613130.8302655,0.5318126,0.532125,0.53175,0.517375,0.5333125,0.520625,0.5335,0.533625,0.5697671,0.5658096 
1674613140.8557036,0.531625,0.53225,0.53175,0.517375,0.5333125,0.5205626,0.5334375,0.533625,0.5697711,0.5658069 
1674613150.8831708,0.532125,0.5323125,0.53175,0.517375,0.533375,0.5206875,0.5335626,0.533625,0.5697275,0.5657273 
1674613160.9094002,0.53175,0.5323125,0.5316875,0.5173125,0.5333125,0.520625,0.5334375,0.533625,0.5697354,0.5657637 
1674613170.934992,0.53175,0.5323125,0.5318126,0.517375,0.5333125,0.5205626,0.5334375,0.533625,0.5697596,0.5657903 
1674613180.9623165,0.531625,0.532375,0.53175,0.51725,0.5333125,0.5205,0.5334375,0.533625,0.5697669,0.5658013 
1674613190.9861038,0.53175,0.53225,0.53175,0.5174375,0.533375,0.520625,0.5335,0.53375,0.5697701,0.5658028 
1674613201.0153444,0.5320625,0.532375,0.5319376,0.517625,0.5334375,0.52075,0.533625,0.5338125,0.5697722,0.565815 
1674613211.0411208,0.5320625,0.5325625,0.532,0.517625,0.5335,0.520875,0.53375,0.5339375,0.5697679,0.5658269 
1674613221.0664551,0.5321875,0.5325625,0.5320625,0.517625,0.5335626,0.520875,0.53375,0.5339375,0.5697803,0.5658308 
1674613231.091402,0.532,0.5325,0.5318126,0.5175625,0.5334375,0.52075,0.533625,0.5338125,0.5697776,0.5658218 
1674613241.116007,0.53175,0.532375,0.531625,0.51725,0.533375,0.5206875,0.5335,0.5336875,0.5697488,0.5657571 
1674613251.143666,0.5320625,0.5324375,0.531875,0.5175625,0.5335,0.5208125,0.533625,0.533875,0.5697571,0.5657845 
1674613261.1661346,0.5318126,0.53225,0.5316875,0.5174375,0.533375,0.52075,0.533625,0.5338125,0.5697591,0.5658025 
1674613271.190498,0.53175,0.53225,0.5315625,0.5174375,0.533375,0.5206875,0.5335,0.5336875,0.5697705,0.5658069 
1674613281.2181098,0.5314375,0.532125,0.5315625,0.51725,0.53325,0.5205626,0.5335,0.5336875,0.5697576,0.5657852 
1674613291.2452283,0.53125,0.532,0.5314375,0.5169375,0.5330625,0.5204375,0.533375,0.5335,0.5697539,0.5657747 
1674613301.270363,0.531375,0.5319376,0.5314375,0.517,0.5330625,0.52025,0.5331875,0.533375,0.5697527,0.565761 
1674613311.2984133,0.5311875,0.531625,0.53125,0.516625,0.5328125,0.5200625,0.533,0.533125,0.5697459,0.5657651 
1674613321.3239677,0.5313125,0.5314375,0.531,0.51675,0.532875,0.5201875,0.532875,0.5331875,0.5697461,0.5657613 
1674613331.349434,0.5313125,0.5316875,0.5311875,0.5166875,0.5329375,0.5203125,0.5330625,0.5333125,0.5697486,0.5657669 
1674613341.376874,0.531375,0.531625,0.5311875,0.51675,0.532875,0.5203125,0.5330625,0.53325,0.5697539,0.5657683 
1674613351.4007652,0.5314375,0.531625,0.5311875,0.51675,0.5329375,0.5203125,0.5330625,0.53325,0.5697471,0.5657649 
1674613361.428431,0.5313125,0.5316875,0.531125,0.5168125,0.5329375,0.520375,0.533,0.5331875,0.5697398,0.5657461 
1674613371.4542608,0.5314375,0.53175,0.5313125,0.516875,0.5329375,0.520375,0.533125,0.53325,0.5697424,0.5657547 
1674613381.4783986,0.5314375,0.531875,0.53125,0.516625,0.5328125,0.5201875,0.5329375,0.533125,0.5697453,0.5657586 
1674613391.506001,0.5311875,0.531625,0.5310626,0.516625,0.53275,0.5200625,0.532875,0.5330625,0.569741,0.5657576 
1674613401.5318584,0.53125,0.5316875,0.531375,0.51675,0.532875,0.52025,0.533,0.5331875,0.5697398,0.5657525 
1674613411.5579522,0.53125,0.5316875,0.5313125,0.5168125,0.5329375,0.52025,0.533,0.5331875,0.5697569,0.5657762 
1674613421.5846674,0.5313125,0.531625,0.53125,0.516875,0.5328125,0.5203125,0.5329375,0.5331875,0.5697474,0.5657615 
1674613431.6113665,0.531125,0.5315625,0.5310626,0.5168125,0.532875,0.5203125,0.533,0.53325,0.5697408,0.5657727 
1674613441.637872,0.5311875,0.531625,0.5309376,0.5168125,0.532875,0.5201875,0.533,0.5331875,0.5697561,0.5657606 
1674613451.6642065,0.5313125,0.53175,0.5310626,0.516875,0.5329375,0.52025,0.5330625,0.53325,0.5697442,0.5657583 
1674613461.6813712,0.5310626,0.53175,0.5310626,0.51675,0.532875,0.520125,0.533,0.5330625,0.5697427,0.5657606 
1674613471.707996,0.531125,0.5318126,0.5313125,0.516875,0.532875,0.5203125,0.533125,0.53325,0.5697402,0.5657522 
1674613481.7339725,0.530875,0.53175,0.5310626,0.51675,0.5326876,0.52,0.5328125,0.5330625,0.5697402,0.5657554 
1674613491.7590742,0.53075,0.5316875,0.531,0.5166875,0.53275,0.52,0.5326876,0.533,0.569741,0.5657539 
1674613501.78502,0.5309376,0.53175,0.53125,0.51675,0.5328125,0.520125,0.5329375,0.533125,0.5697484,0.5657537 
1674613511.8112419,0.531125,0.531875,0.531375,0.516875,0.532875,0.52025,0.533,0.5333125,0.5697491,0.5657473 
1674613521.8398209,0.5316875,0.5320625,0.5316875,0.5169375,0.533,0.5205,0.53325,0.5333125,0.5697422,0.5657686 
1674613531.8662994,0.531875,0.53225,0.5319376,0.517375,0.53325,0.5206875,0.5334375,0.533625,0.5697603,0.5657928 
1674613541.8924913,0.5319376,0.5323125,0.53175,0.5171875,0.5333125,0.52075,0.5335,0.53375,0.5697674,0.5657918 
1674613551.918919,0.53175,0.53225,0.5316875,0.5174375,0.533375,0.520625,0.5334375,0.5336875,0.5697762,0.5658228 
1674613561.9467804,0.5319376,0.532375,0.532,0.5175,0.5335,0.52075,0.533625,0.5338125,0.5697764,0.5658188 
1674613571.9742265,0.5320625,0.5324375,0.5320625,0.5174375,0.5333125,0.52075,0.5335626,0.5336875,0.5697471,0.5658125 
1674613582.0005653,0.531875,0.5323125,0.53175,0.5171875,0.533375,0.520625,0.5335626,0.533625,0.5696931,0.5656895 
1674613592.025602,0.5318126,0.5321875,0.5316875,0.5173125,0.53325,0.520625,0.5335,0.533625,0.5696731,0.5656431 
1674613602.047188,0.532125,0.5323125,0.531875,0.517375,0.5334375,0.5206875,0.5335626,0.53375,0.5696609,0.5656321 
1674613612.0721934,0.532125,0.5321875,0.5316875,0.51725,0.5333125,0.520625,0.5334375,0.533625,0.5696463,0.565616 
1674613622.0934331,0.5323125,0.5325625,0.532,0.517375,0.5335,0.5208125,0.533625,0.533875,0.5696517,0.5656277 
1674613632.1177914,0.532375,0.53275,0.532125,0.5175,0.5335626,0.5209375,0.53375,0.534,0.5696458,0.5656343 
1674613642.1417809,0.53225,0.5325625,0.532,0.5175,0.5335626,0.5208125,0.53375,0.533875,0.5696409,0.5656236 
1674613652.1638103,0.532125,0.5325,0.531875,0.5175625,0.5335,0.5208125,0.5336875,0.53375,0.5696473,0.5656111 
1674613662.184513,0.531875,0.5323125,0.53175,0.5173125,0.5334375,0.52075,0.5335626,0.53375,0.569645,0.5656201 
1674613672.2088337,0.5319376,0.532375,0.531875,0.5173125,0.5334375,0.5206875,0.533625,0.53375,0.5696524,0.5656416 
1674613682.2271056,0.53225,0.532375,0.5319376,0.517375,0.5335626,0.520875,0.5336875,0.5339375,0.5696795,0.5656931 
1674613692.249682,0.5323125,0.5325,0.532,0.517625,0.533625,0.5208125,0.53375,0.5339375,0.5696687,0.5656592 
1674613702.2741387,0.5323125,0.5325625,0.532125,0.51775,0.533625,0.5208125,0.5338125,0.5339375,0.569658,0.5656404 
1674613712.3021052,0.532,0.5324375,0.5319376,0.5175625,0.5335,0.5208125,0.5336875,0.5338125,0.5696402,0.5656233 
1674613722.324421,0.532,0.5325,0.5319376,0.517625,0.5335626,0.520875,0.53375,0.533875,0.5696392,0.5656262 
1674613732.3491333,0.531875,0.5323125,0.5318126,0.5175,0.5334375,0.52075,0.533625,0.53375,0.5696384,0.565615 
1674613742.3746955,0.532125,0.532625,0.5319376,0.5175,0.5334375,0.5208125,0.5336875,0.5338125,0.5696463,0.5656131 
1674613752.3996406,0.5323125,0.5328125,0.532125,0.5176875,0.533625,0.5209375,0.53375,0.534,0.5696435,0.565635 
1674613762.424352,0.5321875,0.532625,0.532,0.517625,0.5335,0.520875,0.533625,0.5339375,0.5696812,0.5656971 
1674613772.4486237,0.53175,0.5321875,0.531625,0.517375,0.5333125,0.5206875,0.5335,0.5336875,0.5697112,0.5657395 
1674613782.4757233,0.532,0.532375,0.531875,0.5175,0.5334375,0.52075,0.533625,0.53375,0.5697344,0.5657627 
1674613792.4938607,0.531875,0.5325,0.531875,0.5175,0.5334375,0.5208125,0.533625,0.5338125,0.5697402,0.5657823 
1674613802.5187278,0.5318126,0.5325625,0.532,0.5175,0.5334375,0.520875,0.533625,0.53375,0.5697522,0.565802 
1674613812.5379806,0.5320625,0.53275,0.5321875,0.5175625,0.5334375,0.520875,0.53375,0.533875,0.5697618,0.5658093 
1674613822.5633965,0.5318126,0.532375,0.5320625,0.5171875,0.5333125,0.52075,0.533625,0.53375,0.5697749,0.5658147 
1674613832.59027,0.5319376,0.532625,0.5319376,0.5175625,0.533375,0.5208125,0.533625,0.5338125,0.5697701,0.565802 
1674613842.6158824,0.532,0.5325,0.532,0.5175625,0.533375,0.520875,0.533625,0.5338125,0.5697664,0.5658098 
1674613852.6413577,0.5316875,0.5325,0.5319376,0.5173125,0.533375,0.520625,0.5334375,0.5336875,0.5697529,0.5657551 
1674613862.6667478,0.53175,0.5324375,0.532125,0.517375,0.5334375,0.520625,0.533375,0.5336875,0.5697603,0.5657561 
1674613872.6921725,0.5314375,0.531875,0.53175,0.516875,0.5329375,0.5203125,0.533125,0.533375,0.5697484,0.5657622 
1674613882.7175386,0.5314375,0.5319376,0.531625,0.5168125,0.532875,0.52025,0.5330625,0.53325,0.5697549,0.5657713 
1674613892.7431293,0.5314375,0.53175,0.5315625,0.5169375,0.5329375,0.520375,0.5331875,0.53325,0.569761,0.5657727 
1674613902.7684336,0.5316875,0.5319376,0.531625,0.51725,0.5330625,0.520375,0.533125,0.533375,0.5697515,0.5657805 
1674613912.7960322,0.5310626,0.5314375,0.5310626,0.51675,0.5326876,0.520125,0.5329375,0.5330625,0.5697513,0.5657632 
1674613922.8217182,0.5313125,0.531875,0.531375,0.517125,0.533,0.5203125,0.533125,0.5333125,0.5697596,0.5657642 
1674613932.8490376,0.5314375,0.531875,0.531375,0.5171875,0.533,0.5203125,0.53325,0.53325,0.5697471,0.5657608 
1674613942.8782341,0.531625,0.532,0.5315625,0.51725,0.5330625,0.5203125,0.5333125,0.5335,0.5697571,0.5657928 
1674613952.906916,0.5319376,0.532125,0.531625,0.5173125,0.5333125,0.520625,0.5334375,0.533625,0.5697551,0.5657898 
1674613962.9317594,0.532,0.5325,0.532,0.5175625,0.5335626,0.5206875,0.533625,0.5338125,0.5697537,0.565793 
1674613972.9591885,0.5320625,0.5325,0.531875,0.517625,0.5335,0.5206875,0.5335626,0.5336875,0.569768,0.5658121 
1674613982.9856734,0.5319376,0.5325,0.531875,0.5175625,0.533375,0.520625,0.5335,0.53375,0.5697642,0.5658072 
1674613993.0130558,0.532125,0.5325625,0.532125,0.5175625,0.5334375,0.5208125,0.533625,0.533875,0.5697635,0.5658089 
1674614003.0393498,0.531875,0.5325625,0.532125,0.5175,0.5334375,0.5208125,0.5335626,0.53375,0.5697554,0.5657891 
1674614013.0640688,0.532,0.5325625,0.532125,0.5175,0.5334375,0.5208125,0.5335,0.5336875,0.5697578,0.5657773 
1674614023.0916605,0.5318126,0.5325625,0.5319376,0.5175,0.533375,0.5208125,0.5335626,0.5336875,0.5697559,0.5657887 
1674614033.118099,0.5315625,0.532125,0.531625,0.51725,0.53325,0.5205626,0.5333125,0.5334375,0.5697535,0.5657916 
1674614043.1468325,0.531375,0.5318126,0.5315001,0.5169375,0.533,0.5203125,0.533125,0.5333125,0.5697515,0.5657835 
1674614053.1737957,0.5313125,0.532,0.531625,0.516875,0.5329375,0.52025,0.5330625,0.5331875,0.5697459,0.5657837 
1674614063.1931162,0.531625,0.5321875,0.5316875,0.517125,0.533125,0.5203125,0.5331875,0.533375,0.5697493,0.5657805 
1674614073.2180483,0.5316875,0.5321875,0.531625,0.5170626,0.53325,0.5205,0.5333125,0.5335,0.5697234,0.5657483 
1674614083.2437787,0.5315625,0.5323125,0.53175,0.5171875,0.5333125,0.5205626,0.5334375,0.5336875,0.5697481,0.5657837 
1674614093.2690127,0.5313125,0.5320625,0.531625,0.517125,0.53325,0.520375,0.533375,0.533625,0.5696909,0.5657068 
1674614103.2937577,0.5315625,0.5320625,0.5315625,0.5170626,0.53325,0.5205,0.5335,0.5335,0.5696749,0.5656563 
1674614113.319256,0.531375,0.531875,0.5313125,0.51675,0.533125,0.520375,0.5333125,0.5334375,0.5696497,0.5656365 
1674614123.3470917,0.5315001,0.531875,0.5313125,0.5170626,0.533125,0.5204375,0.533375,0.5334375,0.5696509,0.5656187 
1674614133.3744972,0.5315625,0.5319376,0.5315001,0.5170626,0.5331875,0.520375,0.5333125,0.5335626,0.5696473,0.5656402 
1674614143.4028096,0.5319376,0.532375,0.53175,0.5173125,0.5333125,0.5205626,0.5335626,0.5338125,0.5696465,0.565626 
1674614153.4286954,0.5319376,0.532375,0.5319376,0.5175,0.5334375,0.5206875,0.5336875,0.533875,0.5696453,0.5656363 
1674614163.4539597,0.531625,0.5323125,0.53175,0.5175,0.5333125,0.520625,0.5335626,0.53375,0.5696409,0.5656175 
1674614173.482374,0.531625,0.5323125,0.5314375,0.517375,0.5333125,0.520625,0.5335626,0.53375,0.569623,0.565616 
1674614183.50909,0.5319376,0.5324375,0.5318126,0.5175625,0.5334375,0.52075,0.533625,0.5338125,0.5696365,0.565625 
1674614193.53355,0.53175,0.5325,0.5319376,0.5174375,0.5335,0.52075,0.533625,0.53375,0.5696377,0.5656275 
1674614203.5610385,0.5318126,0.5324375,0.53175,0.51725,0.5334375,0.520625,0.5335,0.5338125,0.569638,0.5656281 
1674614213.585416,0.53175,0.532375,0.53175,0.5171875,0.533375,0.520625,0.5335,0.5336875,0.5696448,0.5656238 
1674614223.6145327,0.531875,0.5323125,0.53175,0.5173125,0.533375,0.5205,0.5335626,0.5336875,0.5696326,0.5656087 
1674614233.6362526,0.5318126,0.532125,0.5315625,0.51725,0.53325,0.5205626,0.5335,0.53375,0.569638,0.5656136 
